category,target,description,x_files,x_size,n_files,total_mb,drizcorr,pctecorr,crsplit,subarray,detector,dtype,instr,wallclock,memory,mem_bin,bin_pred,mem_pred,wall_pred,timestamp,ipst
U,ANY,UNIDENTIFIED;PARALLEL FIELD,-0.7599100000000001,1.23845,2,35,1,1,1,0,1,0,3,1045,2.049212,1.0,1,1.0877102613449097,1256,1629475837,iehs13esq
U,ANY,UNIDENTIFIED;PARALLEL FIELD,1.17724,1.64655,5,70,1,1,1,0,1,1,3,1390,2.86566,1.0,1,10.633747100830078,3991,1629475837,iehs14010
U,ANY,UNIDENTIFIED;PARALLEL FIELD,1.17724,1.64655,5,70,1,1,1,0,1,1,3,2666,2.853024,1.0,1,10.633747100830078,3991,1629475837,iehs14020
U,ANY,UNIDENTIFIED;PARALLEL FIELD,1.17724,1.64655,5,70,1,1,1,0,1,1,3,2596,2.8405,1.0,1,10.633747100830078,3991,1629475837,iehs15010
U,ANY,UNIDENTIFIED;PARALLEL FIELD,-0.7599100000000001,1.23845,2,35,1,1,1,0,1,0,3,1765,2.051104,1.0,1,1.0877102613449097,1256,1629475837,iehs15g7q
U,ANY,UNIDENTIFIED;PARALLEL FIELD,1.17724,1.64655,5,70,1,1,1,0,1,1,3,2746,2.826524,1.0,1,10.633747100830078,3991,1629475837,iehs16010
U,ANY,UNIDENTIFIED;PARALLEL FIELD,-0.7599100000000001,1.23845,2,35,1,1,1,0,1,0,3,1227,2.067724,1.0,1,1.0877102613449097,1256,1629475837,iehs16gnq
U,ANY,UNIDENTIFIED;PARALLEL FIELD,1.17724,1.64655,5,70,1,1,1,0,1,1,3,1962,2.785212,1.0,1,10.633747100830078,3991,1629475837,iehs17010
U,ANY,UNIDENTIFIED;PARALLEL FIELD,1.17724,1.64655,5,70,1,1,1,0,1,1,3,2669,2.758144,1.0,1,10.633747100830078,3991,1629475837,iehs18010
U,ANY,UNIDENTIFIED;PARALLEL FIELD,1.17724,1.64655,5,70,1,1,1,0,1,1,3,1936,2.802316,1.0,1,10.633747100830078,3991,1629475837,iehs19010
U,ANY,UNIDENTIFIED;PARALLEL FIELD,-0.7599100000000001,1.23845,2,35,1,1,1,0,1,0,3,1258,2.0644560000000003,1.0,1,1.0877102613449097,1256,1629475837,iehs19rtq
U,ANY,UNIDENTIFIED;PARALLEL FIELD,1.17724,1.64655,5,70,1,1,1,0,1,1,3,2776,2.79826,1.0,1,10.633747100830078,3991,1629475837,iehs20010
U,ANY,UNIDENTIFIED;PARALLEL FIELD,-0.7599100000000001,1.23845,2,35,1,1,1,0,1,0,3,1365,2.065212,1.0,1,1.0877102613449097,1256,1629475837,iehs20s4q
U,ANY,UNIDENTIFIED;PARALLEL FIELD,1.17724,1.64655,5,70,1,1,1,0,1,1,3,1606,2.80104,1.0,1,10.633747100830078,3991,1629475837,iehz53030
U,ANY,UNIDENTIFIED;PARALLEL FIELD,1.17724,1.64655,5,70,1,1,1,0,1,1,3,1275,2.811272,1.0,1,10.633747100830078,3991,1629475837,iehz53040
G,J1418+2102,GALAXY;EMISSION LINE NEBULA;STARBURST,1.17724,1.64655,5,70,1,1,1,0,1,1,3,2078,2.783564,1.0,1,10.633747100830078,3991,1629475837,iei501010
G,J1418+2102,GALAXY;EMISSION LINE NEBULA;STARBURST,1.17724,1.64655,5,70,1,1,1,0,1,1,3,1825,2.850368,1.0,1,10.633747100830078,3991,1629475837,iei501020
G,J1418+2102,GALAXY;EMISSION LINE NEBULA;STARBURST,1.17724,1.64655,5,70,1,1,1,0,1,1,3,1490,2.802044,1.0,1,10.633747100830078,3991,1629475837,iei501030
G,J1418+2102,GALAXY;EMISSION LINE NEBULA;STARBURST,1.17724,1.64655,5,70,1,1,1,0,1,1,3,3340,2.847108,1.0,1,10.633747100830078,3991,1629475837,iei502010
G,J1418+2102,GALAXY;EMISSION LINE NEBULA;STARBURST,1.17724,1.64655,5,70,1,1,1,0,1,1,3,1743,2.854988,1.0,1,10.633747100830078,3991,1629475837,iei502020
G,J1418+2102,GALAXY;EMISSION LINE NEBULA;STARBURST,1.17724,1.64655,5,70,1,1,1,0,1,1,3,1774,2.810936,1.0,1,10.633747100830078,3991,1629475837,iei502030
G,J1418+2102,GALAXY;EMISSION LINE NEBULA;STARBURST,1.17724,1.64655,5,70,1,1,1,0,1,1,3,2895,2.803616,1.0,1,10.633747100830078,3991,1629475837,iei503010
G,J1418+2102,GALAXY;EMISSION LINE NEBULA;STARBURST,1.17724,1.64655,5,70,1,1,1,0,1,1,3,2002,2.848292,1.0,1,10.633747100830078,3991,1629475837,iei503020
G,J1418+2102,GALAXY;EMISSION LINE NEBULA;STARBURST,1.17724,1.64655,5,70,1,1,1,0,1,1,3,1711,2.816644,1.0,1,10.633747100830078,3991,1629475837,iei503030
G,J1418+2102,GALAXY;EMISSION LINE NEBULA;STARBURST,1.17724,1.64655,5,70,1,1,1,0,1,1,3,2512,2.776952,1.0,1,10.633747100830078,3991,1629475837,iei504010
G,J1418+2102,GALAXY;EMISSION LINE NEBULA;STARBURST,1.17724,1.64655,5,70,1,1,1,0,1,1,3,1868,2.8104240000000003,1.0,1,10.633747100830078,3991,1629475837,iei504020
SC,NGC-188-DENSE,STELLAR CLUSTER;OPEN CLUSTER,-0.7599100000000001,0.37208,2,9,1,0,1,1,1,0,3,111,0.851772,0.0,0,0.8181350231170654,27,1629475837,ieib04ylq
SC,NGC-188-DENSE,STELLAR CLUSTER;OPEN CLUSTER,-0.7599100000000001,0.37208,2,9,1,0,1,1,1,0,3,106,0.860352,0.0,0,0.8181350231170654,27,1629475837,ieib04ynq
SC,NGC-188-DENSE,STELLAR CLUSTER;OPEN CLUSTER,-0.7599100000000001,0.37208,2,9,1,0,1,1,1,0,3,108,0.852332,0.0,0,0.8181350231170654,27,1629475837,ieib04yqq
SC,NGC-188-DENSE,STELLAR CLUSTER;OPEN CLUSTER,-0.7599100000000001,0.37208,2,9,1,0,1,1,1,0,3,120,0.850116,0.0,0,0.8181350231170654,27,1629475837,ieib04ysq
SC,NGC-188-DENSE,STELLAR CLUSTER;OPEN CLUSTER,-0.7599100000000001,0.37208,2,9,1,0,1,1,1,0,3,117,0.8598879999999999,0.0,0,0.8181350231170654,27,1629475837,ieib04yuq
SC,NGC-188-DENSE,STELLAR CLUSTER;OPEN CLUSTER,-0.7599100000000001,0.37208,2,9,1,0,1,1,1,0,3,107,0.850564,0.0,0,0.8181350231170654,27,1629475837,ieib04ywq
SC,NGC-188-DENSE,STELLAR CLUSTER;OPEN CLUSTER,-0.7599100000000001,0.37208,2,9,1,0,1,1,1,0,3,116,0.854484,0.0,0,0.8181350231170654,27,1629475837,ieib04yyq
SC,NGC-188-DENSE,STELLAR CLUSTER;OPEN CLUSTER,-0.7599100000000001,0.37208,2,9,1,0,1,1,1,0,3,108,0.851384,0.0,0,0.8181350231170654,27,1629475837,ieib04z0q
S,MOA-2019-BLG-284,STAR;BULGE;GRAVITATIONAL LENS,2.16087,1.33401,37,41,1,1,1,1,1,1,3,3303,1.37972,0.0,3,25.86259651184082,3403,1629475837,iejc02010
S,MOA-2019-BLG-284,STAR;BULGE;GRAVITATIONAL LENS,2.16087,1.33401,37,41,1,1,1,1,1,1,3,2506,1.426996,0.0,3,25.86259651184082,3403,1629475837,iejc03010
S,SN2020EES,EXT-STAR;SUPERNOVA TYPE IA,1.17724,0.7861899999999999,5,17,1,1,1,1,1,1,3,764,1.078936,0.0,1,6.631397724151611,893,1629475837,ieje02030
S,SN2020UXZ,EXT-STAR;SUPERNOVA TYPE IA,1.54657,1.0553,7,26,1,1,1,1,1,1,3,1038,1.289124,0.0,2,14.177769660949709,2427,1629475837,ieje03030
S,SN2020UXZ,EXT-STAR;SUPERNOVA TYPE IA,1.54657,1.0553,7,26,1,1,1,1,1,1,3,1276,1.295272,0.0,2,14.177769660949709,2427,1629475837,ieje03040
S,SN2020UDY,EXT-STAR;SUPERNOVA TYPE IA,1.17724,0.7861899999999999,5,17,1,1,1,1,1,1,3,758,1.081512,0.0,1,6.631397724151611,893,1629475837,ieje05010
S,SN2020KYG,EXT-STAR;SUPERNOVA TYPE IA,1.17724,0.7861899999999999,5,17,1,1,1,1,1,1,3,560,1.07758,0.0,1,6.631397724151611,893,1629475837,ieje08010
S,SN2019EHK,STAR;SUPERNOVA,1.17724,1.64655,5,70,1,1,1,0,1,1,3,1355,2.803784,1.0,1,10.633747100830078,3991,1629475837,iejn01010
S,SN2019EHK,STAR;SUPERNOVA,1.17724,1.64655,5,70,1,1,1,0,1,1,3,1484,2.801996,1.0,1,10.633747100830078,3991,1629475837,iejn01020
A,P2021L4,ASTEROID; ACTIVE ASTEROID,-0.7599100000000001,0.37208,2,9,1,1,1,1,1,0,3,532,0.990796,0.0,0,1.30368971824646,405,1629475837,iema01dkq
A,P2021L4,ASTEROID; ACTIVE ASTEROID,-0.7599100000000001,0.37208,2,9,1,1,1,1,1,0,3,430,0.99048,0.0,0,1.30368971824646,405,1629475837,iema01dlq
A,P2021L4,ASTEROID; ACTIVE ASTEROID,-0.7599100000000001,0.37208,2,9,1,1,1,1,1,0,3,556,0.991916,0.0,0,1.30368971824646,405,1629475837,iema01dmq
A,P2021L4,ASTEROID; ACTIVE ASTEROID,-0.7599100000000001,0.37208,2,9,1,1,1,1,1,0,3,411,0.990352,0.0,0,1.30368971824646,405,1629475837,iema01dnq
A,P2021L4,ASTEROID; ACTIVE ASTEROID,-0.7599100000000001,0.37208,2,9,1,1,1,1,1,0,3,483,0.992832,0.0,0,1.30368971824646,405,1629475837,iema01doq
A,P2021L4,ASTEROID; ACTIVE ASTEROID,-0.7599100000000001,0.37208,2,9,1,1,1,1,1,0,3,473,0.990888,0.0,0,1.30368971824646,405,1629475837,iema01dpq
A,P97B4AC8,ASTEROID; P97B4AC8,-0.7599100000000001,1.23845,2,35,1,1,1,0,1,0,3,860,1.03974,0.0,1,1.0877102613449097,1256,1629475837,iedk61btq
A,P97B4AC8,ASTEROID; P97B4AC8,-0.7599100000000001,1.23845,2,35,1,1,1,0,1,0,3,853,1.040252,0.0,1,1.0877102613449097,1256,1629475837,iedk61bvq
A,P97B4AC8,ASTEROID; P97B4AC8,-0.7599100000000001,1.23845,2,35,1,1,1,0,1,0,3,876,1.038224,0.0,1,1.0877102613449097,1256,1629475837,iedk61bxq
A,P97B4AC8,ASTEROID; P97B4AC8,-0.7599100000000001,1.23845,2,35,1,1,1,0,1,0,3,920,1.039384,0.0,1,1.0877102613449097,1256,1629475837,iedk61bzq
A,P6X78F,ASTEROID; P6X78F,-0.7599100000000001,1.23845,2,35,1,1,1,0,1,0,3,932,1.042648,0.0,1,1.0877102613449097,1256,1629475837,iedk62dvq
A,P6X78F,ASTEROID; P6X78F,-0.7599100000000001,1.23845,2,35,1,1,1,0,1,0,3,1004,1.040804,0.0,1,1.0877102613449097,1256,1629475837,iedk62dwq
A,P6X78F,ASTEROID; P6X78F,-0.7599100000000001,1.23845,2,35,1,1,1,0,1,0,3,862,1.03964,0.0,1,1.0877102613449097,1256,1629475837,iedk62dyq
A,P6X78F,ASTEROID; P6X78F,-0.7599100000000001,1.23845,2,35,1,1,1,0,1,0,3,935,1.041428,0.0,1,1.0877102613449097,1256,1629475837,iedk62e0q
G,HE0119-0118,GALAXY;SEYFERT,1.93382,0.66085,13,14,1,1,1,1,1,1,3,1222,0.96512,0.0,2,16.497438430786133,1860,1629475837,iedn05010
G,HE0119-0118,GALAXY;SEYFERT,1.93382,0.66085,13,14,1,1,1,1,1,1,3,1431,0.964072,0.0,2,16.497438430786133,1860,1629475837,iedn05020
G,HE1353-1917,GALAXY;SEYFERT,1.93382,0.66085,13,14,1,1,1,1,1,1,3,1482,0.963588,0.0,2,16.497438430786133,1860,1629475837,iedn24010
G,HE1353-1917,GALAXY;SEYFERT,1.93382,0.66085,13,14,1,1,1,1,1,1,3,1454,0.964072,0.0,2,16.497438430786133,1860,1629475837,iedn24020
G,HE1417-0909,GALAXY;SEYFERT,1.93382,0.66085,13,14,1,1,1,1,1,1,3,627,0.965596,0.0,2,16.497438430786133,1860,1629475837,iedn25010
G,HE1417-0909,GALAXY;SEYFERT,1.93382,0.66085,13,14,1,1,1,1,1,1,3,1275,0.965264,0.0,2,16.497438430786133,1860,1629475837,iedn25020
G,HE2233+0124,GALAXY;SEYFERT,1.93382,0.66085,13,14,1,1,1,1,1,1,3,1410,0.965656,0.0,2,16.497438430786133,1860,1629475837,iedn29010
G,HE2233+0124,GALAXY;SEYFERT,1.93382,0.66085,13,14,1,1,1,1,1,1,3,1468,0.964504,0.0,2,16.497438430786133,1860,1629475837,iedn29020
G,HE2302-0857,GALAXY;SEYFERT,1.93382,0.66085,13,14,1,1,1,1,1,1,3,1320,0.964236,0.0,2,16.497438430786133,1860,1629475837,iedn30010
G,HE2302-0857,GALAXY;SEYFERT,1.93382,0.66085,13,14,1,1,1,1,1,1,3,1372,0.964668,0.0,2,16.497438430786133,1860,1629475837,iedn30020
S,SN2020CLQ,STAR;SUPERNOVA,1.17724,1.64655,5,70,1,1,1,0,1,1,3,2288,2.793076,1.0,1,10.633747100830078,3991,1629475837,ieec05010
S,SN2020CLQ,STAR;SUPERNOVA,1.17724,1.64655,5,70,1,1,1,0,1,1,3,1720,2.787276,1.0,1,10.633747100830078,3991,1629475837,ieec05020
S,SN2020MUJ,STAR;SUPERNOVA,1.17724,1.64655,5,70,1,1,1,0,1,1,3,2253,2.811044,1.0,1,10.633747100830078,3991,1629475837,ieec20010
S,SN2020MUJ,STAR;SUPERNOVA,1.17724,1.64655,5,70,1,1,1,0,1,1,3,2043,2.809712,1.0,1,10.633747100830078,3991,1629475837,ieec20020
S,SN2019RWD,STAR;SUPERNOVA,1.17724,1.64655,5,70,1,1,1,0,1,1,3,2269,2.82006,1.0,1,10.633747100830078,3991,1629475837,ieec62010
S,SN2019RWD,STAR;SUPERNOVA,1.17724,1.64655,5,70,1,1,1,0,1,1,3,2290,2.815248,1.0,1,10.633747100830078,3991,1629475837,ieec62020
S,SN2020FHS,STAR;SUPERNOVA,1.17724,1.64655,5,70,1,1,1,0,1,1,3,2457,2.8033200000000003,1.0,1,10.633747100830078,3991,1629475837,ieec76010
S,SN2020FHS,STAR;SUPERNOVA,1.17724,1.64655,5,70,1,1,1,0,1,1,3,2354,2.785544,1.0,1,10.633747100830078,3991,1629475837,ieec76020
C,OMEGACEN,CALIBRATION;ASTROMETRIC;SPATIAL DISTORTION TEST,-0.7599100000000001,1.23845,2,35,1,1,1,0,1,0,3,1561,2.049136,1.0,1,1.0877102613449097,1256,1629475837,ieg913jsq
C,OMEGACEN,CALIBRATION;ASTROMETRIC;SPATIAL DISTORTION TEST,-0.7599100000000001,1.23845,2,35,1,1,1,0,1,0,3,1507,2.04788,1.0,1,1.0877102613449097,1256,1629475837,ieg914juq
C,OMEGACEN,CALIBRATION;ASTROMETRIC;SPATIAL DISTORTION TEST,-0.7599100000000001,1.23845,2,35,1,1,1,0,1,0,3,1558,2.048872,1.0,1,1.0877102613449097,1256,1629475837,ieg915jwq
G,J0439,GALAXY;GRAVITATIONAL LENS;HIGH REDSHIFT GALAXY;QUASAR,1.54657,1.86173,7,103,1,1,1,0,1,1,0,16686,3.534564,1.0,3,7.432173252105713,10365,1629475837,jds502010
G,CVN-I-DSPH-2,GALAXY;DWARF SPHEROIDAL,1.8574,2.1337,11,172,1,1,1,0,1,1,0,14108,4.931364,1.0,3,19.181058883666992,13583,1629475837,jdt303010
U,ANY,UNIDENTIFIED;PARALLEL FIELD,2.00792,2.2257,16,206,1,1,1,0,1,1,0,26223,5.012708,1.0,3,22.163005828857425,14557,1629475837,jdth01010
SC,NGC104,STELLAR CLUSTER;GLOBULAR CLUSTER,1.39491,1.63836,6,69,1,1,2,0,1,1,0,15889,2.796248,1.0,1,2.589134693145752,3538,1629475837,jdw003010
SC,NGC104,STELLAR CLUSTER;GLOBULAR CLUSTER,1.39491,1.63836,6,69,1,1,2,0,1,1,0,15629,2.84234,1.0,1,2.589134693145752,3538,1629475837,jdw003020
SC,NGC104,STELLAR CLUSTER;GLOBULAR CLUSTER,1.39491,1.63836,6,69,1,1,2,0,1,1,0,17550,2.83092,1.0,1,2.589134693145752,3538,1629475837,jdw003030
GC,CIZA-J0107.7+5408-NE,CLUSTER OF GALAXIES;GALAXY PAIR;GRAVITATIONAL LENS;RICH CLUSTER,2.07806,2.36913,21,275,1,1,1,0,1,1,0,19958,6.768188,1.0,3,25.86899185180664,14955,1629475837,jdwt01010
GC,CIZA-J0107.7+5408-SW,CLUSTER OF GALAXIES;GALAXY PAIR;GRAVITATIONAL LENS;RICH CLUSTER,2.07806,2.36913,21,275,1,1,1,0,1,1,0,19902,6.816856,1.0,3,25.86899185180664,14955,1629475837,jdwt02010
SC,TERZAN6-TRANSIENT,STELLAR CLUSTER;GLOBULAR CLUSTER,1.74076,2.01879,9,138,1,1,1,0,1,1,0,16905,4.248128,1.0,3,13.362964630126951,12163,1629475837,jdww01020
U,ANY,UNIDENTIFIED;PARALLEL FIELD,1.93382,2.2257,13,206,1,1,1,0,1,1,0,20515,5.045952,1.0,3,22.59444046020508,14197,1629475837,jdxf02010
U,ANY,UNIDENTIFIED;PARALLEL FIELD,1.39491,1.63836,6,69,1,1,2,0,1,1,0,11747,2.800404,1.0,1,2.589134693145752,3538,1629475837,jdxf12010
U,ANY,UNIDENTIFIED;PARALLEL FIELD,1.39491,1.63836,6,69,1,1,2,0,1,1,0,11905,2.871292,1.0,1,2.589134693145752,3538,1629475837,jdxf15030
U,ANY,UNIDENTIFIED;PARALLEL FIELD,1.39491,1.63836,6,69,1,1,2,0,1,1,0,13020,2.81392,1.0,1,2.589134693145752,3538,1629475837,jdxf15060
U,ANY,UNIDENTIFIED;PARALLEL FIELD,1.93382,2.2257,13,206,1,1,1,0,1,1,0,21857,5.07848,1.0,3,22.59444046020508,14197,1629475837,jdxf19010
U,ANY,UNIDENTIFIED;PARALLEL FIELD,1.93382,2.2257,13,206,1,1,1,0,1,1,0,28697,5.049816000000001,1.0,3,22.59444046020508,14197,1629475837,jdxf21010
U,ANY,UNIDENTIFIED;PARALLEL FIELD,1.74076,2.01879,9,138,1,1,1,0,1,1,0,14394,4.29778,1.0,3,13.362964630126951,12163,1629475837,jdxf23010
U,ANY,UNIDENTIFIED;PARALLEL FIELD,1.93382,2.2257,13,206,1,1,1,0,1,1,0,19090,5.06498,1.0,3,22.59444046020508,14197,1629475837,jdxf24010
U,ANY,UNIDENTIFIED;PARALLEL FIELD,1.74076,2.01879,9,138,1,1,1,0,1,1,0,14642,4.241024,1.0,3,13.362964630126951,12163,1629475837,jdxf25010
U,ANY,UNIDENTIFIED;PARALLEL FIELD,1.93382,2.2257,13,206,1,1,1,0,1,1,0,17853,5.062032,1.0,3,22.59444046020508,14197,1629475837,jdxf26010
U,ANY,UNIDENTIFIED;PARALLEL FIELD,1.74076,2.01879,9,138,1,1,1,0,1,1,0,14591,4.25076,1.0,3,13.362964630126951,12163,1629475837,jdxf32010
U,ANY,UNIDENTIFIED;PARALLEL FIELD,1.93382,2.2257,13,206,1,1,1,0,1,1,0,19262,5.053452,1.0,3,22.59444046020508,14197,1629475837,jdxf33010
U,ANY,UNIDENTIFIED;PARALLEL FIELD,1.93382,2.2257,13,206,1,1,1,0,1,1,0,18537,5.055651999999999,1.0,3,22.59444046020508,14197,1629475837,jdxf34010
U,ANY,UNIDENTIFIED;PARALLEL FIELD,1.93382,2.2257,13,206,1,1,1,0,1,1,0,21587,5.056992,1.0,3,22.59444046020508,14197,1629475837,jdxf35010
U,ANY,UNIDENTIFIED;PARALLEL FIELD,1.93382,2.2257,13,206,1,1,1,0,1,1,0,19997,5.05742,1.0,3,22.59444046020508,14197,1629475837,jdxf36010
U,ANY,UNIDENTIFIED;PARALLEL FIELD,1.93382,2.2257,13,206,1,1,1,0,1,1,0,18708,5.049968,1.0,3,22.59444046020508,14197,1629475837,jdxf39010
U,ANY,UNIDENTIFIED;PARALLEL FIELD,1.74076,2.01879,9,138,1,1,1,0,1,1,0,13738,4.230548000000001,1.0,3,13.362964630126951,12163,1629475837,jdxf41010
U,ANY,UNIDENTIFIED;PARALLEL FIELD,1.93382,2.2257,13,206,1,1,1,0,1,1,0,19229,5.0724800000000005,1.0,3,22.59444046020508,14197,1629475837,jdxf42010
U,ANY,UNIDENTIFIED;PARALLEL FIELD,1.93382,2.2257,13,206,1,1,1,0,1,1,0,20974,5.0653,1.0,3,22.59444046020508,14197,1629475837,jdxf44010
U,ANY,UNIDENTIFIED;PARALLEL FIELD,1.93382,2.2257,13,206,1,1,1,0,1,1,0,18980,5.048956,1.0,3,22.59444046020508,14197,1629475837,jdxf47010
U,ANY,UNIDENTIFIED;PARALLEL FIELD,1.93382,2.2257,13,206,1,1,1,0,1,1,0,19873,5.041968,1.0,3,22.59444046020508,14197,1629475837,jdxf50010
U,ANY,UNIDENTIFIED;PARALLEL FIELD,1.93382,2.2257,13,206,1,1,1,0,1,1,0,19837,5.064488,1.0,3,22.59444046020508,14197,1629475837,jdxf56010
U,ANY,UNIDENTIFIED;PARALLEL FIELD,1.93382,2.2257,13,206,1,1,1,0,1,1,0,17769,5.032344,1.0,3,22.59444046020508,14197,1629475837,jdxf59010
U,ANY,UNIDENTIFIED;PARALLEL FIELD,1.17724,1.63836,5,69,1,1,1,0,1,1,0,10717,2.8161080000000003,1.0,2,4.3649115562438965,8077,1629475837,jdxf93010
U,ANY,UNIDENTIFIED;PARALLEL FIELD,1.39491,1.63836,6,69,1,1,2,0,1,1,0,11298,2.79936,1.0,1,2.589134693145752,3538,1629475837,jdxfa0030
U,ANY,UNIDENTIFIED;PARALLEL FIELD,1.39491,1.63836,6,69,1,1,2,0,1,1,0,12858,2.814496,1.0,1,2.589134693145752,3538,1629475837,jdxfa0060
U,ANY,UNIDENTIFIED;PARALLEL FIELD,1.39491,1.63836,6,69,1,1,2,0,1,1,0,11559,2.815888,1.0,1,2.589134693145752,3538,1629475837,jdxfa1010
GC,H1821+643,CLUSTER OF GALAXIES;COOLING FLOW;EMISSION LINE NEBULA;NUCLEUS;STAR FORMING REGION,1.74076,2.01879,9,138,1,1,1,0,1,1,0,14702,4.211444,1.0,3,13.362964630126951,12163,1629475837,jdxh03010
GC,RXJ1532.9+3021,CLUSTER OF GALAXIES;COOLING FLOW;EMISSION LINE NEBULA;NUCLEUS;STAR FORMING REGION,1.54657,1.86173,7,103,1,1,1,0,1,1,0,20881,3.500672,1.0,3,7.432173252105713,10365,1629475837,jdxh0a010
GC,RXJ1532.9+3021,CLUSTER OF GALAXIES;COOLING FLOW;EMISSION LINE NEBULA;NUCLEUS;STAR FORMING REGION,1.54657,1.86173,7,103,1,1,1,0,1,1,0,20036,3.499032,1.0,3,7.432173252105713,10365,1629475837,jdxh0b010
GC,RXJ1532.9+3021,CLUSTER OF GALAXIES;COOLING FLOW;EMISSION LINE NEBULA;NUCLEUS;STAR FORMING REGION,1.54657,1.86173,7,103,1,1,1,0,1,1,0,17562,3.499296,1.0,3,7.432173252105713,10365,1629475837,jdxh0d010
GC,MACS1931.8-2634,CLUSTER OF GALAXIES;COOLING FLOW;EMISSION LINE NEBULA;NUCLEUS;STAR FORMING REGION,1.17724,1.63836,5,69,1,1,1,0,1,1,0,14607,2.807156,1.0,2,4.3649115562438965,8077,1629475837,jdxh13020
GC,H1821+643,CLUSTER OF GALAXIES;COOLING FLOW;EMISSION LINE NEBULA;NUCLEUS;STAR FORMING REGION,1.17724,1.63836,5,69,1,1,1,0,1,1,0,14114,2.828992,1.0,2,4.3649115562438965,8077,1629475837,jdxh81010
GC,IRAS09104+4109,CLUSTER OF GALAXIES;COOLING FLOW;EMISSION LINE NEBULA;NUCLEUS;STAR FORMING REGION,1.17724,1.63836,5,69,1,1,1,0,1,1,0,11631,2.864916,1.0,2,4.3649115562438965,8077,1629475837,jdxh84010
GC,ABELL1835,CLUSTER OF GALAXIES;COOLING FLOW;EMISSION LINE NEBULA;NUCLEUS;STAR FORMING REGION,1.17724,1.63836,5,69,1,1,1,0,1,1,0,16361,2.80578,1.0,2,4.3649115562438965,8077,1629475837,jdxh87010
GC,H1821+643,CLUSTER OF GALAXIES;COOLING FLOW;EMISSION LINE NEBULA;NUCLEUS;STAR FORMING REGION,1.17724,1.63836,5,69,1,1,1,0,1,1,0,14541,2.80348,1.0,2,4.3649115562438965,8077,1629475837,jdxh91010
GC,ABELL1835,CLUSTER OF GALAXIES;COOLING FLOW;EMISSION LINE NEBULA;NUCLEUS;STAR FORMING REGION,1.17724,1.63836,5,69,1,1,1,0,1,1,0,15776,2.821384,1.0,2,4.3649115562438965,8077,1629475837,jdxh97010
G,NGC3034POS2,GALAXY;SPIRAL,1.74076,2.01879,9,138,1,1,1,0,1,1,0,11239,4.230724,1.0,3,13.362964630126951,12163,1629475837,jdxk29010
G,SDSSJ013913.21+010856.0,GALAXY;STARBURST,1.17724,1.63836,5,69,1,1,1,0,1,1,0,9597,2.798424,1.0,2,4.3649115562438965,8077,1629475837,jdxv26030
